Student ID,First Name,Last Name,Year of Enrollment,Year of Graduation,Dropout Year,Major,SAT Scores,Household Income,Pell Grant Status,White
4655,John,Johnson,2007,2011,,STEM,969,100121,0,0
4656,Mike,Williams,2012,,,STEM,866,97430,0,0
4657,Jane,Miller,2000,,,STEM,880,98460,0,0
4658,Tom,Johnson,2020,,,STEM,1136,66615,0,1
4659,John,Smith,2023,,2025,STEM,994,54104,1,1
4660,Alice,Miller,2003,,2004,Non-STEM,1392,133187,0,0
4661,Alice,Jones,2008,2012,,STEM,964,91960,0,1
4662,Sara,Johnson,2000,2004,,STEM,1109,50489,1,0
4663,Mike,Jones,2019,2023,,Non-STEM,765,9947,1,0
4664,Alice,Jones,2004,,2007,STEM,1160,105788,0,0
4665,Tom,Miller,2020,,2021,STEM,902,57876,1,0
4666,John,Johnson,2010,,2013,Non-STEM,1026,57717,1,1
4667,Mike,Smith,2018,2022,,STEM,1006,29651,1,1
4668,Jane,Williams,2001,,,Non-STEM,968,20410,1,1
4669,John,Johnson,2005,,2008,STEM,1335,78494,0,0
4670,Tom,Miller,2009,2013,,STEM,757,60413,0,0
4671,Alice,Smith,2007,,2009,Non-STEM,1335,55038,1,1
4672,Jane,Miller,2005,,2008,STEM,1503,17577,1,1
4673,Jane,Williams,2019,2023,,STEM,1061,36806,1,0
4674,Mike,Brown,2006,,2009,Non-STEM,1069,53491,1,1
4675,Tom,Miller,2003,,2005,STEM,1049,85044,0,0
4676,Jane,Brown,2005,2009,,STEM,863,129299,0,1
4677,John,Johnson,2001,2005,,Non-STEM,798,105716,0,0
4678,John,Miller,2000,,,Non-STEM,892,65240,0,1
4679,Mike,Miller,2015,2019,,Non-STEM,1008,81767,0,1
4680,Jane,Miller,2013,,2015,STEM,1051,75011,0,1
4681,Tom,Jones,2005,,2006,STEM,1412,96687,0,0
4682,Jane,Johnson,2023,2027,,STEM,1118,32992,1,1
4683,Tom,Miller,2007,,2008,Non-STEM,932,73977,0,1
4684,Sara,Smith,2023,,2024,Non-STEM,1311,134779,0,1
4685,Mike,Williams,2000,2004,,Non-STEM,1076,80203,0,0
4686,Sara,Miller,2023,2027,,STEM,840,53811,1,1
4687,Mike,Miller,2023,,2024,STEM,932,84568,0,1
4688,Tom,Williams,2022,2026,,Non-STEM,1091,111428,0,1
4689,Mike,Miller,2015,,,STEM,912,78169,0,1
4690,Jane,Miller,2006,,2009,STEM,1025,69812,0,1
4691,Sara,Brown,2006,2010,,STEM,806,87234,0,1
4692,Sara,Johnson,2006,,2009,STEM,1300,84906,0,1
4693,Mike,Brown,2012,2016,,Non-STEM,1041,46051,1,1
4694,John,Smith,2011,2015,,Non-STEM,1059,83557,0,1
4695,Mike,Johnson,2012,,,STEM,1307,63371,0,1
4696,Alice,Brown,2003,,2004,Non-STEM,1036,117422,0,1
4697,John,Johnson,2013,,2014,Non-STEM,1133,96220,0,1
4698,Alice,Williams,2004,,2007,STEM,1126,79296,0,1
4699,John,Smith,2011,,2012,STEM,777,103687,0,0
4700,Mike,Williams,2019,,,STEM,1320,93406,0,1
4701,Mike,Miller,2008,,2010,STEM,914,24138,1,1
4702,Mike,Williams,2001,,2003,STEM,947,54507,1,0
4703,John,Jones,2008,2012,,STEM,1038,81032,0,1
4704,Sara,Jones,2017,,,STEM,875,35451,1,0
4705,Tom,Jones,2002,,,Non-STEM,1398,41728,1,1
4706,Tom,Jones,2020,,2021,STEM,834,58091,1,1
4707,Tom,Brown,2009,,,STEM,1305,83946,0,1
4708,Tom,Jones,2013,2017,,Non-STEM,642,118609,0,0
4709,Tom,Jones,2023,,,Non-STEM,1006,63538,0,1
4710,Mike,Jones,2010,,2013,STEM,917,96899,0,0
4711,John,Miller,2021,,,Non-STEM,1164,109203,0,1
4712,John,Johnson,2011,,2013,Non-STEM,989,107852,0,1
4713,Alice,Johnson,2022,,,Non-STEM,1340,36030,1,1
4714,Tom,Johnson,2011,2015,,Non-STEM,1158,66548,0,0
4715,Jane,Smith,2003,,2006,STEM,873,76864,0,1
4716,Tom,Jones,2023,,,STEM,896,33769,1,0
4717,Tom,Johnson,2014,2018,,STEM,1422,126214,0,0
4718,John,Williams,2014,2018,,Non-STEM,1244,48713,1,1
4719,Jane,Williams,2003,,,Non-STEM,1508,93456,0,0
4720,Alice,Brown,2020,,2022,Non-STEM,767,87292,0,0
4721,Jane,Johnson,2004,2008,,Non-STEM,1121,88103,0,0
4722,Alice,Williams,2013,,2016,Non-STEM,798,57084,1,0
4723,Sara,Williams,2016,,,Non-STEM,831,132147,0,1
4724,Sara,Williams,2001,2005,,STEM,922,68277,0,1
4725,John,Jones,2016,,2017,STEM,959,103979,0,0
4726,John,Miller,2011,2015,,STEM,837,30626,1,1
4727,Mike,Brown,2004,2008,,STEM,1171,59589,1,0
4728,Tom,Miller,2015,2019,,Non-STEM,1064,89607,0,0
4729,Sara,Williams,2009,,,Non-STEM,1389,97616,0,0
4730,John,Williams,2011,,,STEM,1467,48667,1,0
4731,Tom,Smith,2011,,,Non-STEM,1177,78998,0,0
4732,Alice,Miller,2016,,,Non-STEM,535,59984,1,0
4733,Sara,Jones,2014,,2015,Non-STEM,1097,28773,1,1
4734,Sara,Miller,2010,2014,,Non-STEM,1057,87248,0,1
4735,Jane,Johnson,2009,,,Non-STEM,1181,30519,1,1
4736,Alice,Brown,2021,,,Non-STEM,814,65950,0,1
4737,Tom,Brown,2018,2022,,STEM,1407,87980,0,0
4738,John,Williams,2014,2018,,Non-STEM,1344,60389,0,1
4739,John,Johnson,2004,2008,,Non-STEM,1182,79059,0,1
4740,Alice,Miller,2006,2010,,Non-STEM,982,31616,1,0
4741,Tom,Jones,2022,,2024,Non-STEM,1004,73529,0,0
4742,Tom,Johnson,2006,2010,,Non-STEM,911,84401,0,0
4743,Tom,Johnson,2004,2008,,Non-STEM,813,80396,0,1
4744,Jane,Jones,2013,,2016,Non-STEM,899,29779,1,1
4745,Alice,Williams,2011,2015,,Non-STEM,1172,110351,0,0
4746,Alice,Smith,2020,,2021,STEM,924,38475,1,1
4747,Mike,Brown,2010,,,Non-STEM,1111,68115,0,1
4748,Jane,Miller,2005,2009,,Non-STEM,878,88183,0,1
4749,Jane,Williams,2017,,,STEM,1283,83517,0,0
4750,Jane,Miller,2022,2026,,STEM,873,27768,1,1
4751,Jane,Jones,2006,,2009,STEM,995,78421,0,1
4752,Alice,Jones,2019,,,Non-STEM,1415,35354,1,1
4753,Alice,Miller,2010,,,Non-STEM,1261,41591,1,1
4754,John,Jones,2005,,2006,STEM,1063,53617,1,1
4755,Sara,Jones,2021,2025,,STEM,1182,103679,0,0
4756,Tom,Williams,2015,2019,,Non-STEM,1307,118240,0,0
4757,Alice,Brown,2001,,,Non-STEM,1013,55521,1,1
4758,Alice,Brown,2008,2012,,STEM,809,130266,0,1
4759,Sara,Smith,2011,2015,,Non-STEM,1160,75550,0,0
4760,John,Johnson,2009,,,STEM,996,64317,0,1
4761,Alice,Johnson,2007,,,STEM,883,95266,0,1
4762,Sara,Johnson,2012,,,Non-STEM,530,70567,0,0
4763,John,Johnson,2022,,2024,STEM,776,95072,0,0
4764,Alice,Williams,2015,,,Non-STEM,1142,86887,0,0
4765,Tom,Miller,2017,2021,,Non-STEM,1023,73078,0,1
4766,Alice,Smith,2005,2009,,Non-STEM,896,91707,0,1
4767,Alice,Johnson,2008,,2009,Non-STEM,998,111247,0,1
4768,Sara,Brown,2012,,,Non-STEM,1212,60619,0,0
4769,Sara,Smith,2017,2021,,Non-STEM,1339,123105,0,0
4770,Tom,Johnson,2017,,,Non-STEM,789,92521,0,1
4771,John,Jones,2020,,,STEM,1087,109590,0,0
4772,Alice,Williams,2023,,2025,STEM,855,92659,0,1
4773,John,Miller,2010,,2011,STEM,877,108603,0,1
4774,Sara,Smith,2008,,2010,STEM,1328,73388,0,1
4775,Mike,Miller,2007,2011,,STEM,967,135211,0,0
4776,Alice,Smith,2019,,,Non-STEM,1394,83316,0,1
4777,John,Smith,2020,,2021,Non-STEM,1221,67638,0,1
4778,Jane,Smith,2014,2018,,STEM,1272,80452,0,1
4779,Mike,Brown,2004,,2005,STEM,1197,73131,0,0
4780,Alice,Johnson,2000,2004,,Non-STEM,1234,115618,0,1
4781,Alice,Williams,2017,,2018,STEM,1137,77187,0,1
4782,Alice,Smith,2008,2012,,STEM,816,86517,0,1
4783,Jane,Smith,2002,,,STEM,934,43937,1,1
4784,Sara,Williams,2003,,2005,Non-STEM,1246,76396,0,1
4785,Jane,Jones,2023,,2024,Non-STEM,1395,118526,0,0
4786,Jane,Johnson,2009,,2012,Non-STEM,1037,104606,0,0
4787,Tom,Jones,2003,,2006,STEM,762,77896,0,1
4788,John,Smith,2017,,2018,Non-STEM,1097,147971,0,1
4789,John,Williams,2009,,,Non-STEM,995,93417,0,1
4790,John,Brown,2006,,,Non-STEM,1086,68147,0,0
4791,Mike,Smith,2014,2018,,Non-STEM,1256,73711,0,1
4792,Mike,Jones,2008,2012,,Non-STEM,865,112516,0,0
4793,Alice,Jones,2015,2019,,Non-STEM,1234,107634,0,1
4794,Tom,Johnson,2003,2007,,STEM,1304,85435,0,0
4795,Alice,Miller,2006,,,Non-STEM,491,107355,0,0
4796,Jane,Williams,2002,,,STEM,830,110310,0,1
4797,Tom,Smith,2002,2006,,Non-STEM,1127,43828,1,1
4798,Sara,Brown,2005,2009,,Non-STEM,998,52026,1,1
4799,Sara,Johnson,2006,,,Non-STEM,944,43388,1,1
4800,Mike,Smith,2010,,2013,STEM,811,138891,0,1
4801,Tom,Johnson,2014,2018,,STEM,963,92621,0,0
4802,Tom,Brown,2015,2019,,Non-STEM,1199,82446,0,1
4803,Sara,Williams,2011,,2014,STEM,1067,40160,1,1
4804,Alice,Johnson,2021,,,Non-STEM,824,18255,1,1
4805,John,Williams,2021,2025,,Non-STEM,802,57181,1,1
4806,Sara,Miller,2023,,,STEM,1090,90523,0,0
4807,Sara,Williams,2008,,,Non-STEM,1001,116962,0,1
4808,Alice,Miller,2004,,,STEM,1318,72888,0,1
4809,Jane,Williams,2022,2026,,Non-STEM,1309,43228,1,1
4810,John,Johnson,2014,2018,,Non-STEM,1207,93455,0,1
4811,Jane,Smith,2000,,2002,Non-STEM,1288,94002,0,1
4812,John,Williams,2019,,2021,STEM,1035,119865,0,1
4813,Tom,Williams,2023,,2025,Non-STEM,657,98808,0,1
4814,Jane,Johnson,2013,,2016,Non-STEM,1314,82021,0,1
4815,Jane,Miller,2005,2009,,STEM,1015,92510,0,1
4816,Jane,Williams,2023,,,STEM,1010,116100,0,1
4817,Alice,Brown,2016,2020,,STEM,898,137177,0,1
4818,Sara,Brown,2014,2018,,Non-STEM,1051,113208,0,1
4819,Alice,Johnson,2006,,,Non-STEM,1133,55731,1,0
4820,Mike,Jones,2021,,,STEM,512,55416,1,1
4821,Alice,Williams,2007,2011,,STEM,756,75689,0,0
4822,Alice,Johnson,2012,,,STEM,858,81839,0,1
4823,John,Jones,2018,,2019,STEM,810,97747,0,1
4824,Alice,Brown,2002,,,Non-STEM,1184,35245,1,0
4825,Alice,Williams,2002,2006,,STEM,1294,4483,1,1
4826,Mike,Brown,2017,,2020,STEM,1191,83978,0,1
4827,Mike,Johnson,2002,,,STEM,1171,97066,0,1
4828,John,Brown,2001,2005,,STEM,1321,56944,1,0
4829,Sara,Johnson,2000,,2002,Non-STEM,983,98955,0,0
4830,Jane,Johnson,2005,2009,,Non-STEM,1372,33584,1,1
4831,Jane,Brown,2000,,,Non-STEM,1213,73974,0,1
4832,Sara,Brown,2007,,2008,Non-STEM,1192,64931,0,1
4833,John,Smith,2003,,2006,STEM,837,39110,1,0
4834,John,Smith,2004,,2007,Non-STEM,1308,111844,0,1
4835,Jane,Jones,2023,,,Non-STEM,970,68407,0,1
4836,Sara,Williams,2018,,,STEM,1314,64201,0,1
4837,Alice,Miller,2022,2026,,Non-STEM,1102,115799,0,0
4838,Tom,Brown,2016,,,Non-STEM,1417,93794,0,1
4839,John,Smith,2009,,2011,Non-STEM,796,93420,0,0
4840,John,Williams,2003,,2005,Non-STEM,1215,109882,0,1
4841,Tom,Johnson,2000,,2003,STEM,1290,92384,0,1
4842,Jane,Williams,2021,,2022,STEM,1216,14015,1,0
4843,Alice,Brown,2006,,,STEM,725,46008,1,0
4844,Tom,Miller,2020,,2023,STEM,1122,115412,0,1
4845,John,Smith,2008,,2011,Non-STEM,1184,54497,1,1
4846,Mike,Miller,2014,,,Non-STEM,1188,46314,1,0
4847,Sara,Miller,2020,2024,,Non-STEM,896,65614,0,1
4848,John,Brown,2020,,,STEM,1036,32470,1,0
4849,Jane,Miller,2009,,2011,STEM,1159,114656,0,0
4850,Alice,Smith,2017,,2018,Non-STEM,776,79561,0,0
4851,John,Williams,2013,,2015,STEM,1093,69430,0,0
4852,Alice,Miller,2012,2016,,STEM,940,110435,0,1
4853,Alice,Miller,2004,,,STEM,993,37540,1,0
4854,Tom,Miller,2018,,2019,STEM,1030,26506,1,1
4855,Tom,Jones,2017,2021,,Non-STEM,1267,94691,0,1
4856,Jane,Miller,2001,,,Non-STEM,1351,83675,0,1
4857,John,Williams,2002,2006,,STEM,1157,38421,1,1
4858,Sara,Johnson,2004,,,Non-STEM,908,65052,0,0
4859,Tom,Jones,2013,,2016,Non-STEM,1059,92850,0,0
4860,Mike,Brown,2007,,2008,STEM,962,63408,0,0
4861,John,Miller,2013,2017,,STEM,1257,67096,0,0
4862,John,Johnson,2014,2018,,Non-STEM,1310,124377,0,0
4863,Tom,Johnson,2023,2027,,STEM,541,61333,0,0
4864,Tom,Johnson,2020,,,Non-STEM,1093,153782,0,1
4865,John,Jones,2015,,,Non-STEM,636,75525,0,1
4866,John,Brown,2017,2021,,Non-STEM,1128,69288,0,1
4867,Jane,Johnson,2003,,,STEM,954,60356,0,1
4868,Alice,Williams,2015,2019,,Non-STEM,1035,92079,0,0
4869,Jane,Jones,2013,2017,,Non-STEM,1054,85415,0,1
4870,Alice,Brown,2001,2005,,Non-STEM,956,46531,1,1
4871,Alice,Smith,2015,,2016,Non-STEM,1205,19018,1,1
4872,Sara,Miller,2007,,,STEM,949,52676,1,0
4873,Sara,Johnson,2015,,2016,STEM,1119,64565,0,1
4874,Sara,Johnson,2023,,,Non-STEM,969,65582,0,1
4875,Jane,Miller,2021,2025,,Non-STEM,1126,109966,0,0
4876,Tom,Miller,2000,,2002,STEM,452,81900,0,1
4877,Mike,Smith,2002,,2004,Non-STEM,1096,100488,0,0
4878,Mike,Brown,2022,,,Non-STEM,758,94561,0,1
4879,Alice,Jones,2016,2020,,Non-STEM,931,70928,0,1
4880,Sara,Williams,2016,,,Non-STEM,999,86443,0,1
4881,Mike,Smith,2018,,2021,STEM,998,83800,0,0
4882,Alice,Johnson,2017,,,STEM,1449,74226,0,1
4883,Mike,Williams,2006,2010,,STEM,1144,116012,0,1
4884,Alice,Jones,2019,2023,,Non-STEM,983,0,1,1
4885,John,Johnson,2000,2004,,STEM,784,134173,0,0
4886,Alice,Jones,2006,,2008,STEM,1034,106999,0,1
4887,Alice,Miller,2016,2020,,Non-STEM,1190,77780,0,0
4888,Sara,Johnson,2006,,2008,STEM,1268,65954,0,1
4889,Jane,Smith,2015,2019,,STEM,1048,64564,0,0
4890,Jane,Brown,2021,,,Non-STEM,861,21287,1,1
4891,Tom,Brown,2022,,,STEM,707,88294,0,1
4892,Mike,Brown,2023,2027,,Non-STEM,804,76916,0,0
4893,Sara,Williams,2000,,,Non-STEM,893,112621,0,0
4894,Tom,Johnson,2020,2024,,Non-STEM,994,89384,0,1
4895,Tom,Johnson,2003,,,Non-STEM,1002,70113,0,1
4896,Tom,Williams,2006,,,STEM,975,62617,0,1
4897,John,Miller,2020,2024,,STEM,909,50800,1,0
4898,Tom,Williams,2015,,2017,STEM,972,76338,0,1
4899,Jane,Johnson,2014,,2017,STEM,739,59392,1,1
4900,Mike,Williams,2012,2016,,Non-STEM,939,67527,0,0
4901,Jane,Jones,2022,2026,,Non-STEM,752,37745,1,1
4902,Tom,Miller,2009,,2010,STEM,1054,54721,1,0
4903,Tom,Williams,2007,,2008,STEM,978,78350,0,0
4904,Alice,Johnson,2013,,2016,Non-STEM,1290,79254,0,1
4905,Jane,Williams,2011,,,Non-STEM,1126,68013,0,0
4906,Sara,Miller,2016,,2019,STEM,1228,100783,0,1
4907,Tom,Williams,2010,2014,,Non-STEM,1028,66111,0,1
4908,John,Johnson,2007,,2008,STEM,1379,82853,0,1
4909,Jane,Brown,2008,,2010,Non-STEM,1193,94324,0,1
4910,Tom,Miller,2012,2016,,Non-STEM,980,72226,0,0
4911,Mike,Johnson,2020,,2022,STEM,896,79333,0,1
4912,Mike,Smith,2021,2025,,Non-STEM,1116,74207,0,0
4913,Tom,Williams,2021,,,Non-STEM,721,16607,1,0
4914,John,Johnson,2006,2010,,STEM,1087,38205,1,1
4915,Tom,Johnson,2015,,,Non-STEM,875,77344,0,1
4916,Sara,Jones,2002,,2003,STEM,1042,93486,0,0
4917,Mike,Johnson,2002,,,STEM,935,134638,0,0
4918,Alice,Brown,2000,,2002,STEM,784,53509,1,1
4919,John,Brown,2022,,2025,Non-STEM,586,108307,0,0
4920,Mike,Smith,2006,2010,,STEM,813,96788,0,1
4921,Alice,Williams,2000,,,Non-STEM,908,91284,0,1
4922,Tom,Miller,2010,,,Non-STEM,1032,118200,0,1
4923,Tom,Williams,2018,,2020,STEM,988,53743,1,0
4924,Sara,Johnson,2009,,2012,Non-STEM,795,84568,0,1
4925,Alice,Johnson,2010,,,STEM,1028,56892,1,0
4926,Sara,Williams,2011,2015,,Non-STEM,1217,23646,1,1
4927,Jane,Smith,2008,2012,,STEM,1143,30440,1,1
4928,John,Williams,2002,,2003,STEM,1274,106583,0,0
4929,Tom,Jones,2011,,,STEM,1156,43980,1,1
4930,Mike,Smith,2023,2027,,STEM,1254,108679,0,0
4931,Tom,Brown,2015,,2018,STEM,1203,75575,0,0
4932,Jane,Miller,2021,,2022,Non-STEM,882,40682,1,1
4933,Sara,Smith,2004,,2006,STEM,766,70153,0,0
4934,John,Williams,2001,2005,,Non-STEM,1002,90445,0,0
4935,Tom,Smith,2004,2008,,Non-STEM,1199,26216,1,0
4936,John,Miller,2009,,2012,STEM,1020,31537,1,1
4937,Jane,Williams,2007,,,Non-STEM,1106,106808,0,1
4938,Mike,Jones,2014,2018,,Non-STEM,907,51304,1,1
4939,Tom,Brown,2016,,2017,STEM,990,105194,0,0
4940,John,Williams,2001,2005,,Non-STEM,985,30256,1,1
4941,Sara,Smith,2018,2022,,Non-STEM,967,142078,0,1
4942,Sara,Smith,2002,,,Non-STEM,950,66400,0,1
4943,Mike,Williams,2014,,,STEM,1295,48419,1,0
4944,Alice,Williams,2016,2020,,STEM,1040,83558,0,0
4945,Alice,Jones,2019,,,STEM,669,106746,0,1
4946,Tom,Brown,2008,,2010,Non-STEM,1154,17354,1,0
4947,Mike,Johnson,2018,,,STEM,739,53458,1,1
4948,John,Williams,2021,,,STEM,977,69241,0,0
4949,John,Williams,2013,,2015,STEM,938,58532,1,1
4950,Tom,Johnson,2011,,,Non-STEM,1390,63467,0,0
4951,Alice,Miller,2014,2018,,Non-STEM,1086,62658,0,1
4952,Mike,Miller,2005,2009,,Non-STEM,999,55067,1,0
4953,Sara,Johnson,2021,,2024,STEM,891,98145,0,0
4954,Sara,Smith,2005,,2007,STEM,1200,124201,0,0
4955,Mike,Smith,2014,,2016,Non-STEM,656,40580,1,0
4956,Sara,Brown,2009,2013,,Non-STEM,804,51363,1,1
4957,John,Johnson,2010,,2012,STEM,1135,120001,0,0
4958,John,Brown,2010,,,Non-STEM,1092,116595,0,1
4959,Jane,Williams,2019,2023,,Non-STEM,1009,75946,0,1
4960,Jane,Williams,2006,2010,,Non-STEM,1189,84247,0,1
4961,John,Brown,2023,2027,,STEM,1061,81751,0,1
4962,Mike,Williams,2010,,,STEM,1421,56639,1,0
4963,Tom,Smith,2007,,,Non-STEM,1241,39028,1,1
4964,Sara,Miller,2022,,,Non-STEM,1214,55541,1,0
4965,John,Williams,2006,2010,,Non-STEM,1190,19172,1,0
4966,Alice,Miller,2020,,2021,Non-STEM,900,37480,1,1
4967,John,Miller,2023,,,Non-STEM,1369,20872,1,0
4968,Alice,Jones,2009,2013,,STEM,1010,86781,0,1
4969,Mike,Miller,2004,2008,,Non-STEM,1064,175535,0,1
4970,Tom,Brown,2012,2016,,STEM,1071,25869,1,0
4971,Mike,Smith,2021,2025,,STEM,1129,14822,1,1
4972,Sara,Jones,2008,,,Non-STEM,1234,51561,1,1
4973,John,Johnson,2003,2007,,STEM,1179,126734,0,1
4974,Sara,Johnson,2011,,,STEM,878,90898,0,1
4975,Mike,Jones,2002,2006,,STEM,1177,43219,1,0
4976,John,Williams,2012,,2014,STEM,1028,63801,0,0
4977,Mike,Brown,2013,,,STEM,851,108532,0,0
4978,Jane,Smith,2007,2011,,STEM,685,157958,0,1
4979,John,Smith,2010,2014,,STEM,618,103628,0,1
4980,John,Williams,2020,2024,,Non-STEM,882,67185,0,1
4981,Alice,Williams,2004,2008,,STEM,900,38758,1,0
4982,Alice,Miller,2002,2006,,Non-STEM,1155,62033,0,1
4983,Alice,Smith,2012,2016,,Non-STEM,948,125658,0,0
4984,Jane,Johnson,2017,2021,,Non-STEM,1040,107972,0,0
4985,John,Miller,2016,,,Non-STEM,958,96474,0,0
4986,Mike,Johnson,2001,2005,,STEM,1139,58846,1,1
4987,Mike,Johnson,2014,,2015,STEM,938,55664,1,0
4988,Sara,Williams,2016,,2019,STEM,1276,102932,0,0
4989,Sara,Smith,2022,,2025,STEM,1031,38762,1,0
4990,Jane,Smith,2010,,2013,STEM,1118,70445,0,1
4991,Jane,Jones,2019,2023,,STEM,1103,28596,1,1
4992,Alice,Williams,2001,2005,,STEM,1304,59256,1,1
4993,Mike,Williams,2007,2011,,STEM,543,102194,0,1
4994,Tom,Jones,2019,,2020,STEM,699,94542,0,1
4995,John,Johnson,2017,,,Non-STEM,1243,61647,0,0
4996,Alice,Brown,2000,,2003,STEM,1197,76563,0,0
4997,Mike,Williams,2012,,,Non-STEM,691,30997,1,1
4998,John,Johnson,2015,2019,,Non-STEM,1219,69662,0,1
4999,Jane,Smith,2010,,2012,STEM,1107,86830,0,1
5000,John,Miller,2002,,2005,Non-STEM,1260,71130,0,1
5001,John,Miller,2005,2009,,Non-STEM,907,58469,1,1
5002,Alice,Jones,2007,2011,,STEM,1263,104015,0,1
5003,Jane,Smith,2004,2008,,Non-STEM,938,23673,1,1
5004,John,Miller,2010,,,Non-STEM,865,87453,0,0
5005,Sara,Jones,2020,,2022,Non-STEM,1128,20714,1,0
5006,Jane,Brown,2014,2018,,Non-STEM,1307,54694,1,0
5007,Jane,Brown,2001,,,STEM,982,61920,0,1
5008,Jane,Miller,2015,,,STEM,1158,106624,0,1
5009,Tom,Brown,2012,2016,,STEM,752,124433,0,0
5010,Jane,Johnson,2003,,,Non-STEM,1107,32686,1,1
5011,Jane,Brown,2001,2005,,Non-STEM,1600,49041,1,0
5012,Mike,Brown,2005,,,Non-STEM,1002,82066,0,0
5013,Jane,Williams,2001,2005,,STEM,900,101512,0,1
5014,Jane,Johnson,2021,2025,,Non-STEM,1068,113409,0,0
5015,Alice,Miller,2022,2026,,STEM,988,37532,1,1
5016,Mike,Brown,2005,,,Non-STEM,918,95289,0,0
5017,Tom,Johnson,2016,,2018,STEM,845,56816,1,0
5018,Mike,Johnson,2006,,,STEM,1215,63234,0,1
5019,Alice,Miller,2017,,,Non-STEM,1232,99711,0,1
5020,Alice,Williams,2008,,,Non-STEM,1023,83127,0,1
5021,John,Smith,2012,,,Non-STEM,1123,47752,1,0
5022,Mike,Miller,2019,,,STEM,983,41129,1,0
5023,Mike,Jones,2002,2006,,Non-STEM,545,120423,0,1
5024,Tom,Brown,2014,2018,,Non-STEM,1091,95312,0,1
5025,Jane,Johnson,2008,,2011,STEM,1081,68124,0,0
5026,Mike,Brown,2017,,2018,Non-STEM,907,63555,0,0
5027,Jane,Williams,2018,,2021,Non-STEM,1079,95082,0,1
5028,Mike,Johnson,2013,,,STEM,1076,89227,0,0
5029,Jane,Smith,2017,,2020,Non-STEM,760,49098,1,0
5030,John,Johnson,2010,,2013,STEM,1080,96775,0,1
5031,Jane,Brown,2012,2016,,Non-STEM,1306,73246,0,1
5032,John,Jones,2002,2006,,STEM,1012,90889,0,1
5033,Mike,Williams,2022,2026,,Non-STEM,1081,65886,0,0
5034,Jane,Johnson,2023,2027,,STEM,1304,112940,0,1
5035,Alice,Jones,2011,,,Non-STEM,1057,90325,0,1
5036,Alice,Williams,2014,,2017,STEM,1165,77720,0,1
5037,Jane,Smith,2003,,2006,STEM,983,107637,0,0
5038,Jane,Smith,2002,2006,,Non-STEM,766,120144,0,0
5039,Alice,Miller,2001,2005,,Non-STEM,798,57038,1,1
5040,Mike,Jones,2014,,2015,STEM,1258,84667,0,1
5041,Alice,Smith,2022,2026,,STEM,936,32184,1,1
5042,Mike,Smith,2021,2025,,Non-STEM,1006,110611,0,1
5043,Tom,Miller,2000,,2001,STEM,975,58524,1,1
5044,Jane,Miller,2010,,2013,STEM,886,83031,0,1
5045,John,Williams,2017,,,STEM,1053,53971,1,0
5046,Jane,Williams,2002,,2004,STEM,970,60558,0,0
5047,John,Miller,2022,,2025,Non-STEM,1396,68430,0,1
5048,Mike,Williams,2005,2009,,Non-STEM,1465,110033,0,1
5049,Jane,Johnson,2021,,2022,Non-STEM,807,103982,0,1
5050,John,Smith,2013,2017,,Non-STEM,983,112621,0,0
5051,Mike,Miller,2003,2007,,STEM,732,127773,0,1
5052,Jane,Smith,2004,2008,,STEM,1049,99711,0,1
5053,Alice,Smith,2001,2005,,STEM,812,82915,0,1
5054,Jane,Johnson,2016,,,Non-STEM,863,125835,0,1
5055,Jane,Johnson,2017,,2019,STEM,1107,102052,0,1
5056,John,Miller,2001,,2003,Non-STEM,912,1190,1,0
5057,Sara,Jones,2017,2021,,STEM,1053,63811,0,0
5058,John,Williams,2021,2025,,Non-STEM,1066,118134,0,0
5059,John,Brown,2000,,2003,STEM,827,30877,1,0
5060,Sara,Miller,2022,,2023,STEM,1253,57851,1,1
5061,Sara,Smith,2018,2022,,STEM,937,165564,0,1
5062,Mike,Jones,2020,2024,,Non-STEM,941,22178,1,0
5063,Mike,Miller,2021,,,Non-STEM,1186,107028,0,0
5064,John,Williams,2019,,2022,STEM,1084,72884,0,0
5065,Sara,Jones,2022,,2023,Non-STEM,1035,122867,0,0
5066,John,Miller,2012,2016,,Non-STEM,855,50560,1,1
5067,Tom,Brown,2008,2012,,Non-STEM,1069,73443,0,1
5068,Sara,Miller,2012,,,STEM,718,44882,1,1
5069,Sara,Brown,2018,,2021,Non-STEM,1224,82864,0,1
5070,Tom,Brown,2008,2012,,STEM,872,65514,0,1
5071,Jane,Miller,2016,,,STEM,1100,63160,0,0
5072,Jane,Jones,2016,2020,,STEM,1141,137999,0,1
5073,Mike,Miller,2006,,2009,Non-STEM,1116,43409,1,0
5074,Jane,Johnson,2014,,,Non-STEM,993,54969,1,0
5075,Jane,Johnson,2004,2008,,Non-STEM,846,70692,0,0
5076,Sara,Jones,2021,2025,,STEM,1136,26103,1,0
5077,Sara,Brown,2008,,,STEM,1253,38859,1,0
5078,Jane,Smith,2015,,2017,Non-STEM,777,86077,0,0
5079,Mike,Johnson,2007,,2009,Non-STEM,978,73377,0,0
5080,John,Brown,2020,2024,,STEM,1000,81769,0,0
5081,John,Williams,2004,,2007,STEM,977,38091,1,1
5082,John,Miller,2017,,,Non-STEM,1297,54636,1,1
5083,Sara,Brown,2000,2004,,STEM,1210,79996,0,1
5084,Tom,Johnson,2002,2006,,STEM,1041,59848,1,1
